StoreID,FiscalYearID,CalendarID,flags,is_at_risk,predicted_sales,risk_label,risk_probability
100001,2024,1,,False,147500.3188229996,0,0.00017982974239720562
100001,2024,2,,False,143061.31677099993,0,0.0046054230497982905
100001,2024,3,,False,153724.99695449971,0,0.000647893572587181
100001,2024,4,,False,151354.8732159999,0,0.0007786314363601128
100001,2024,5,,False,156985.63126800008,0,0.0007547149429100552
100001,2024,6,,False,166616.07664149947,0,0.0004429729711182988
100001,2024,7,,False,164575.60283450008,0,0.00040989173096451777
100001,2024,8,,False,169074.74962700022,0,0.00044825376639666257
100001,2024,9,,False,166059.28207099994,0,0.00041359766779991213
100001,2024,10,,False,171723.5753349998,0,0.00035100511092690833
100001,2024,11,sales_decline,True,151101.67019250029,1,0.999994328127305
100002,2024,1,high_labor_cost; low_cash_flow,True,213673.94295850027,0,7.472719630584712e-05
100002,2024,2,high_labor_cost; low_cash_flow; sales_decline,True,201636.58234150003,1,0.9525248265119352
100002,2024,3,high_labor_cost; low_cash_flow,True,221608.9272270003,0,0.00015672833260307198
100002,2024,4,high_labor_cost,True,241933.86616399974,0,0.00011839671648462164
100002,2024,5,high_labor_cost,True,269062.0904025008,0,9.562441726369922e-05
100002,2024,6,high_labor_cost; low_cash_flow; sales_decline,True,252063.9212580001,1,0.9841376631143429
100002,2024,7,high_labor_cost; low_cash_flow,True,251162.03458450027,0,7.59119716362226e-05
100002,2024,8,high_labor_cost; low_cash_flow,True,273738.6529995,0,7.187947562224621e-05
100002,2024,9,high_labor_cost; low_cash_flow; sales_decline,True,249698.86144649968,1,0.9973369333175348
100002,2024,10,high_labor_cost; low_cash_flow; sales_decline,True,242737.06739150026,1,0.8022688232773726
100002,2024,11,high_labor_cost; low_controllable_profit; low_cash_flow; sales_decline,True,197759.36361850036,1,0.9999459805014959
100003,2024,1,,False,212012.3052054999,0,7.639650059806073e-05
100003,2024,2,,False,216102.81284450003,0,0.00014563913000962568
100003,2024,3,,False,232393.5731114995,0,0.00012104142058806773
100003,2024,4,sales_decline,True,208398.38391999985,1,0.9999652202252569
100003,2024,5,,False,202676.4882725002,0,0.00036488209434706794
100003,2024,6,low_cash_flow; sales_decline,True,190207.2522780004,1,0.9951692240314319
100003,2024,7,,False,205470.68079150026,0,0.00022782347500702492
100003,2024,8,,False,199647.68261649934,0,0.00038356191754306077
100003,2024,9,high_labor_cost; sales_decline,True,189134.75035800022,1,0.8178948225994472
100003,2024,10,,False,222354.10871300008,0,0.00020294681644763594
100003,2024,11,sales_decline,True,196992.3861524999,1,0.9999737743258499
100003,2024,12,high_labor_cost,True,208345.34031799986,0,0.00018466636952269513
100004,2024,11,high_labor_cost; low_cash_flow,True,160149.56732449998,0,0.0002041375337240181
100004,2024,12,,False,212455.4523130003,0,0.0002784571245743797
100005,2024,12,,False,226910.77194782865,0,7.654920249068183e-05
100006,2024,11,high_labor_cost; low_controllable_profit; low_cash_flow,True,58586.12809299998,0,0.0001891923890091973
100007,2024,1,low_cash_flow,True,553361.2252995007,0,6.980124316453212e-05
100007,2024,2,,False,564377.7874769996,0,2.045061798282675e-06
100007,2024,3,,False,606224.2345900015,0,1.922278022307949e-06
100007,2024,4,,False,579533.9641354997,0,0.17351873672125653
100007,2024,5,low_cash_flow,True,575127.5788804999,0,1.7295925262128826e-05
100007,2024,6,,False,585304.1024305004,0,1.922278022307949e-06
100007,2024,7,,False,664910.0626009996,0,1.6679110809693146e-06
100007,2024,8,,False,679982.6077739979,0,1.5582324743401301e-06
100007,2024,9,sales_decline,True,591586.4704829989,1,0.9848547581187153
100007,2024,10,,False,640448.9408250009,0,1.6679110809693146e-06
100007,2024,11,sales_decline,True,603156.1702220015,1,0.9759336597847577
100007,2024,12,,False,705096.5376495001,0,1.5582324743401301e-06
100008,2024,1,,False,176433.20978699994,0,0.00010825467757097442
100008,2024,2,,False,188891.62087850017,0,0.00027074899770389055
100008,2024,3,,False,202549.1895885,0,0.00019439191733815764
100008,2024,4,,False,192995.87571250004,0,0.10265612132811791
100008,2024,5,,False,207083.7376835004,0,0.0001971185288660769
100008,2024,6,,False,201780.32095299996,0,0.0003345224174590531
100008,2024,7,,False,206067.80281650025,0,0.0001714638982051439
100008,2024,8,,False,206147.52680349987,0,0.00013710853279846462
100008,2024,9,,False,195914.9456175001,0,0.24358128878062144
100008,2024,10,,False,198585.4921999997,0,0.00017957373004692104
100008,2024,11,sales_decline,True,182006.55755800018,1,0.9999107491035202
100009,2024,1,,False,147447.55920599986,0,0.00018438748820799955
100009,2024,2,,False,164127.5880555,0,0.0004576166820754658
100009,2024,3,,False,175295.9251285,0,0.0003534307352757524
100009,2024,4,,False,170832.76835400012,0,0.0011557099437173198
100009,2024,5,,False,181218.78592150036,0,0.00034373257178634594
100009,2024,6,sales_decline,True,164498.65501549983,1,0.9999569967548272
100009,2024,7,,False,169856.08798249956,0,0.00041359766779991213
100009,2024,8,,False,174604.17549700045,0,0.0003534307352757524
100009,2024,9,sales_decline,True,158246.0691824996,1,0.9999605947802326
100009,2024,10,,False,173424.05853999977,0,0.00037819115995516803
100009,2024,11,sales_decline,True,163475.73170750003,1,0.89343057640275
100009,2024,12,,False,171590.7076154999,0,0.00041359766779991213
100010,2024,10,,False,194326.66121950003,0,8.597676143295945e-05
100010,2024,11,low_cash_flow; sales_decline,True,178264.5276334999,1,0.9998926036904219
100010,2024,12,,False,199233.18642699948,0,0.00025747134629975477
100011,2024,1,,False,488141.07027599995,0,5.8351850141368324e-05
100011,2024,2,,False,495462.86419350177,0,2.5416026394772636e-06
100011,2024,3,,False,556193.674606999,0,2.5416026394772636e-06
100011,2024,4,sales_decline,True,501015.19239599956,1,0.9904426691969411
100011,2024,5,,False,506934.7760679998,0,2.5416026394772636e-06
100011,2024,6,sales_decline,True,458749.2603020003,1,0.9940996115298998
100011,2024,7,,False,456014.13129250077,0,2.7914331456891963e-06
100011,2024,8,,False,491246.21008399903,0,2.7914331456891963e-06
100011,2024,9,,False,469423.91153750016,0,0.05163808533561224
100011,2024,10,,False,475713.18031900073,0,2.714585868098947e-06
100011,2024,11,sales_decline,True,437919.6436264999,1,0.9970084107331174
100011,2024,12,,False,465564.0093804999,0,3.246171276128377e-06
100012,2024,1,,False,291232.1862054997,0,7.69251068364726e-05
100012,2024,2,,False,296642.47907499934,0,5.748201348580244e-05
100012,2024,3,,False,322397.41117799934,0,4.999844196220598e-05
100012,2024,4,sales_decline,True,304379.5707345007,1,0.9767084075212308
100012,2024,5,,False,313975.00723200047,0,4.1702960379370486e-05
